rowNumber,date,time_of_day,headspace_package,day_within_headspace_package,clarity_pre_meditation,calm_pre_meditation,tiredness_pre_meditation,hours_awake_today,hours_slept_last_night,hours_since_meal,meditation_minutes_earlier_today,mood_bad_proportion_since_last_entry,mood_low_proportion_since_last_entry,mood_mildlypleasant_proportion_since_last_entry,mood_verygood_proportion_since_last_entry,stroop_congruent_pre_meditation,stroop_incongruent_pre_meditation,stroop_mistake_pre_meditation,meditation_randomised_walking,meditation_randomised_sitting,meditation_randomised_standing,stroop_congruent_post_meditation,stroop_incongruent_post_meditation,stroop_mistake_post_meditation,clarity_post_meditation,calm_post_meditation,tiredness_post_meditation,self_regulation_failure_severity,hrs_since_coffee,out_of_home,hangover,re_anchor,data_point_quality_compromised
385,26.7.2015,15:29,19,2,3.5,4.5,7.75,5,6,2.25,NA,0.3,0.4,0.2,0.1,8.5,8.827499999999999,NA,0,1,0,7.542,10.1385,NA,5,4.75,6.25,NA,3,1,0,1,0
386,27.7.2015,14:58,19,3,6,4.5,4.5,0.75,10,14,NA,0,0.3,0.3,0.4,12.28,12.618,none,0,1,0,11.82,12.1635,almost,4.75,3.75,6,NA,17,0,0,1,0
387,28.7.2015,17:13,19,4,5.75,4.75,4.75,3.5,7.6,1.25,NA,0,0,0.5,0.5,8.494,10.567499999999999,none,0,0,1,11.186,11.291999999999998,almost,5,4,5.5,NA,1,0,0,1,0
388,29.7.2015,18:24,19,5,5.25,5.25,6,6,8,4.25,NA,0,0.15,0.45,0.4,8.83,9.8235,NA,0,1,0,7.912,8.7675,NA,4.5,5,7.25,NA,1.5,1,0,1,0
389,30.7.2015,19:39,19,6,5.75,4.5,5.25,7.9,7.6,5,NA,0.1,0.3,0.45,0.15,8.158,8.4285,NA,1,0,0,8.872,8.758500000000002,NA,6,5.25,5.5,NA,1,1,0,1,0
390,31.7.2015,19:48,19,7,4.75,5.5,6.25,7.1,10,3.5,NA,0,0.2,0.5,0.3,9.834,8.187000000000001,none,0,1,0,7.176,8.863499999999998,almost,4.75,5.75,6,NA,0,1,0,1,0
391,1.8.2015,13:35,19,7,6,5,6.25,4.4,7.7,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,6.5,5,3.5,NA,4,1,0,1,1
392,2.8.2015,16:00,19,8,5,5.25,5.5,3.25,9.3,0.75,NA,0,0.4,0.4,0.2,6.616,10.665000000000001,none,0,1,0,8.508,13.356,almost,4.5,4.75,6.5,NA,0.5,0,0,1,0
393,3.8.2015,19:14,19,9,6,6,5.75,8.8,7.5,0.25,NA,0.1,0.6,0.3,0,8.446,7.824000000000001,NA,0,1,0,9.748,10.105500000000001,NA,4.25,5,7,NA,1.25,1,0,1,0
394,4.8.2015,14:12,19,10,6,4.5,4,7.2,5.5,3.25,NA,0.1,0.6,0.3,0,NA,NA,NA,0,1,0,NA,NA,NA,5,4,5.5,NA,6.5,1,0,1,0
395,5.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
396,6.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
397,7.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
398,8.8.2015,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
399,9.8.2015,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
400,10.8.2015,13:04,19,11,7,4.5,5,2.75,9.7,1.75,NA,0.15,0.4,0.4,0.05,8.808,10.6125,NA,0,1,0,7.72,11.185500000000001,NA,5.75,6,5.75,NA,0.5,0,0,1,0
401,11.8.2015,13:08,19,12,5.25,4.75,5.5,2.9,7.9,1.8,NA,0.05,0.5,0.35,0.1,12.254,8.076,NA,1,0,0,10.208,9.7815,NA,6,4.75,4,NA,0.3,0,0,1,0
402,12.8.2015,13:19,19,13,5.75,6.25,5.5,2.75,9.8,2,NA,0.15,0.4,0.35,0.1,13.088,11.1795,NA,0,1,0,12.518,10.356,NA,4.75,4.5,6,NA,0.25,0,0,1,0
403,13.8.2015,12:59,19,14,5.5,5.5,5.75,2.15,8.9,1.5,NA,0,0.2,0.8,0,9.122,10.659,none,0,0,1,10.126,9.1395,almost,5.25,5,6,NA,0.5,0,0,1,0
404,14.8.2015,13:40,19,15,5,4.5,6.25,2.65,6.4,1.25,NA,0,0.1,0.65,0.25,8.566,9.254999999999999,none,0,1,0,10.968,11.002500000000001,at least one,4.75,5,6.75,NA,0.5,0,0,1,0
405,15.8.2015,13:20,19,16,5,4.5,3.5,2,11,1,NA,0,0.5,0.5,0,NA,NA,NA,0,1,0,NA,NA,NA,6,4,6,NA,0.25,1,0,1,0
406,16.8.2015,13:28,19,17,4.75,4.25,5.25,1.9,8.4,0.75,NA,0,0.75,0.25,0,NA,NA,NA,0,1,0,NA,NA,NA,5,6,5.75,NA,0.75,1,0,1,0
407,17.8.2015,14:05,19,18,5.25,4.75,4.25,3,9.5,2,NA,0,0.4,0.5,0.1,10.41,10.686,almost,0,0,1,15.964,10.7205,none,5,4.75,5.25,NA,0,0,0,1,0
408,18.8.2015,16:13,19,19,5.5,3.5,7.25,4.8,7.4,2,NA,0.1,0.3,0.4,0.2,10.668,10.5345,NA,0,0,1,12.35,10.1985,NA,4.75,5,6,NA,0.5,0,0,1,0
409,19.8.2015,17:34,19,20,6,4.75,5.25,5.9,9.1,4.5,NA,0,0.2,0.5,0.3,9.492,10.1745,NA,0,0,1,9.828,10.7205,NA,5,5,4.75,NA,3.5,0,0,1,0
410,20.8.2015,19:12,19,21,5,3.75,4,5.9,7.8,16,NA,0,0.3,0.5,0.2,11.158,10.4955,NA,0,0,1,8.49,9.133500000000002,NA,4.75,5,5.5,NA,0,0,0,1,0
411,21.8.2015,13:44,19,22,6,5.75,4,3.2,7.4,34.55,NA,0,0,0.5,0.5,10.12,10.02,none,1,0,0,11.978,11.658,almost,7,6,5.25,NA,0.5,0,0,1,0
412,22.8.2015,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
413,23.8.2015,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
414,24.8.2015,14:38,19,23,3,4.5,5,3.5,12,0.25,NA,0,0.1,0.3,0.6,13.12,11.932500000000001,NA,0,1,0,11.148,10.5915,NA,3.75,4.5,6.75,NA,0.5,0,0,1,0
415,25.8.2015,14:54,19,24,6,5,6.25,3.9,8,0,NA,0,0.1,0.8,0.1,8.714,11.867999999999999,almost,1,0,0,8.05,10.8825,none,5.5,6,5.5,NA,0,0,0,1,0
416,26.8.2015,18:28,19,25,3.75,3.75,6.75,9,8.3,7,NA,0.2,0.6,0.2,0,9.186,8.3475,NA,0,1,0,8.444,7.635,NA,5.5,4.5,7.25,NA,2,1,0,1,0
417,27.8.2015,13:28,19,26,5.75,4.25,4.25,1.75,9.7,13.5,NA,0.3,0.5,0.2,0,10.46,12.4125,NA,0,1,0,11.426,8.8125,NA,4.75,4.25,6.25,NA,0,0,0,1,0
418,28.8.2015,14:28,19,27,6,4.75,4.75,3.7,7,14.5,NA,0.05,0.1,0.8,0.1,11.006,10.192499999999999,NA,1,0,0,10.38,10.8825,NA,4.25,4.25,6,NA,2.5,0,0,1,0
419,29.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
420,30.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
421,31.8.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
422,1.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
423,2.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
424,3.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
425,4.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
426,5.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
427,6.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
428,7.9.2015,21:37,20,1,5,4.25,5.5,9.6,9,1.6,NA,0.1,0.2,0.45,0.25,8.67,9.726,none,0,1,0,12.292,9.4695,almost,5.25,5.5,7,NA,6,0,0,1,1
429,8.9.2015,0:07,20,2,4.25,4.75,7.75,13.1,7.6,8.3,NA,0,0.2,0.4,0.4,8.22,9.2115,NA,0,1,0,8.134,9.762,NA,4,4.75,8,NA,8.3,1,0,1,0
430,9.9.2015,21:59,20,3,6,4,6,9,8.1,1,NA,0,0.2,0.6,0.2,13.886,10.386,none,1,0,0,16.416,9.7365,almost,4.5,4.5,6.75,NA,0,0,0,1,0
431,10.9.2015,15:34,20,4,4.5,4.5,7,3.5,8.8,19.5,NA,0,0,0.8,0.2,8.924,8.260499999999999,NA,0,1,0,9.75,9.7185,NA,5.75,4,3.75,NA,0,1,0,1,0
432,11.9.2015,9:10,20,5,6.5,4.5,3,1,8.1,37,10,0,0,0.9,0.1,11.704,13.498500000000002,none,1,0,0,11.956,14.353500000000002,at least one,5,4.75,6.25,NA,25.5,0,0,1,1
433,12.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,13.9.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,14.9.2015,16:22,20,6,5,4,3.75,4.5,10.75,3.5,NA,0,0.4,0.4,0.2,9.128,10.370999999999999,NA,0,1,0,12.062,10.458000000000002,NA,4.5,4,6,NA,3,0,0,1,0
436,15.9.2015,23:39,20,7,3.75,4.75,7,10.3,9.4,0.5,25,0.05,0.35,0.6,0,9.346,10.0185,NA,0,1,0,9.91,10.9245,NA,4,5,6.5,NA,0.5,0,0,1,1
437,16.9.2015,20:07,20,8,4,3.75,7,8.6,8.3,7,25,0,0.1,0.9,0,9.96,10.7445,almost,0,1,0,9.58,9.440999999999999,none,5.5,4.25,7,NA,0.25,1,0,1,0
438,17.9.2015,21:07,20,9,6,4,6.5,6.3,10.6,0,25,0,0.7,0.3,0,11.194,14.2965,NA,0,1,0,9.664,10.1685,NA,3.75,4.75,6,NA,6,0,0,1,0
439,18.9.2015,15:49,20,10,5,3.5,5.5,2.75,9.25,0.75,25,0.3,0.6,0.1,0,9.346,10.6515,NA,1,0,0,10.894,12.785999999999998,NA,5.25,4.75,4.5,NA,0,0,0,1,0
440,19.9.2015,21:22,20,11,4,4.75,8,11.1,6.1,NA,NA,0.4,0.4,0.2,0,10.228,11.3565,almost,0,1,0,10.584,10.4115,none,4,4.5,8,NA,NA,0,0,1,0
441,20.9.2015,19:54,20,12,6.25,4.75,5.25,8.1,8.75,5,NA,0.4,0.2,0.4,0,12.78,10.2915,at least one,0,0,1,11.722,8.8695,none,4,4.75,5.25,NA,0.5,1,0,1,1
442,21.9.2015,17:56,20,13,5.75,5,5,4.1,9.3,2,NA,0.05,0.05,0.4,0.5,NA,NA,NA,1,0,0,NA,NA,NA,4.75,5,6,NA,0.75,0,0,1,0
443,22.9.2015,20:40,20,14,4.75,3.75,7.5,9,6.8,2,NA,0.05,0.25,0.4,0.3,NA,NA,NA,1,0,0,NA,NA,NA,5.5,5,6.25,NA,1,1,0,1,1
444,23.9.2015,13:44,20,15,4.5,4,5.5,3.8,7.25,18.75,NA,0.1,0.7,0.2,0,NA,NA,NA,0,1,0,NA,NA,NA,5.5,5,5.75,NA,0.5,1,0,1,0
445,24.9.2015,23:59,20,16,6.25,4.75,5.5,12.25,8.6,0.5,13,0.05,0.1,0.8,0.05,9.518,10.4655,none,0,1,0,10.74,13.054499999999999,almost,5,4.5,6,NA,1.25,0,0,1,0
446,25.9.2015,16:54,20,17,6,4.75,6,4.9,9.45,2.5,25,0,0,0.5,0.5,12.152,8.8935,NA,1,0,0,8.702,11.5455,NA,4.75,5.5,6.5,NA,1.75,0,0,1,0
447,26.9.2015,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,27.9.2015,20:33,20,18,3,4.5,8,7.8,8.2,1.15,25,0.3,0.4,0.3,0,8.106,8.781,NA,1,0,0,10.304,8.43,NA,5,4,6,NA,0,1,0,1,0
449,28.9.2015,19:10,20,19,5,5.75,4,8.1,6,2.75,NA,0,0.1,0.9,0,9.596,8.9085,NA,0,1,0,8.06,9.8265,NA,4,4.25,6.25,NA,0,1,0,1,0
450,29.9.2015,23:41,20,20,5.25,3.75,6,16.2,6.9,3,NA,0.3,0.4,0.3,0,9.208,9.138,NA,1,0,0,10.752,9.9105,NA,4,5.25,6.75,NA,5.7,0,0,1,0
451,30.9.2015,20:09,20,21,4,3,8,7.7,9.2,20,NA,0,0.3,0.7,0,9.396,12.039,at least one,0,1,0,9.254,9.769499999999999,none,4,4.25,7.75,NA,26,1,0,1,0
452,1.10.2015,20:59,20,22,4.5,3.5,7,8.5,7,4,NA,0.1,0.4,0.5,0,9.34,9.118500000000001,at least one,0,0,1,9.756,9.237,none,4.75,4,7,NA,0.25,1,0,1,0
453,2.10.2015,22:20,20,23,4,4,6.75,9.6,7.5,2.25,NA,0,0.2,0.6,0.2,7.858,8.2785,at least one,0,1,0,11.226,9.2325,none,5.5,5.75,6.5,NA,1.5,1,0,1,0
454,3.10.2015,21:39,20,24,4.5,5,8,12.25,6.9,1,NA,0,0.2,0.8,0,NA,NA,NA,0,1,0,NA,NA,NA,4,4,7.25,NA,1,0,0,1,1
455,4.10.2015,21:18,20,25,6,5,7.5,9.4,10,4.5,NA,0,0.3,0.6,0.1,7.688,10.1745,NA,1,0,0,10.238,10.754999999999999,NA,5.75,5.5,6.75,NA,0.75,0,0,1,0
456,5.10.2015,23:41,20,26,6,5,6.75,10.5,9.5,3.7,NA,0.1,0.5,0.3,0.1,10.182,8.7075,almost,0,1,0,9.13,8.605500000000001,none,6,5.25,6.5,NA,0.5,1,0,1,0
457,6.10.2015,23:59,20,27,5.25,5.5,7.25,9.8,7.25,2,NA,0,0.3,0.6,0.1,10.45,9.3885,none,0,1,0,8.246,11.566500000000001,at least one,6,4.5,7.5,NA,2.5,0,0,1,0
458,7.10.2015,23:59,20,28,6,4,8,11.5,8,22.5,NA,0,0,0.3,0.7,8.366,11.255999999999998,at least one,0,1,0,9.7,10.035,none,6,4.75,6,NA,1,1,0,1,0
459,8.10.2015,23:21,20,29,3.75,4.5,8,11.3,7.25,0.5,NA,0,0.3,0.5,0.2,9.452,10.078500000000002,none,0,1,0,9.668,11.217,at least one,4,5.75,8,NA,6,0,0,1,0
460,9.10.2015,23:09,20,30,5.25,5,4.75,10.3,7.75,2,NA,0,0.2,0.9,0.1,9.504,7.6485,NA,0,1,0,8.304,7.9935,NA,4,4.75,8,NA,0.5,1,0,1,1
461,10.10.2015,22:13,21,1,6,4.75,5.25,9.9,9,2.75,13,0,0,0.3,0.7,10.184,12.0855,at least one,0,1,0,10.802,10.558499999999999,at least one,5.25,4.75,6.25,NA,8,0,0,1,0
462,11.10.2015,19:23,21,2,6,5.25,3.75,4,10.7,0.75,NA,0,0.1,0.7,0.2,10.34,9.7455,NA,0,1,0,9.536,10.522499999999999,NA,4.5,4.25,5,NA,0,0,0,1,0
463,13.10.2015,00:18,21,3,6,5,5.75,13,8.25,1,13,0,0.1,0.9,0,8.632,9.576,NA,0,1,0,10.732,10.069500000000001,NA,5,5.25,5.75,NA,2.5,1,0,1,0
464,13.10.2015,18:26,21,4,6.25,5,6.25,7,8,18,13,0,0.1,0.8,0.1,8.148,10.3005,NA,0,1,0,8.096,9.5655,NA,5,4.5,5.5,NA,6,1,0,1,0
465,14.10.2015,23:59,21,5,4.75,5,8,15,7.9,1,NA,0,0.3,0.7,0,10.53,10.035,NA,1,0,0,17.82,11.559000000000001,NA,6,5,6,NA,6,1,0,1,0
466,15.10.2015,23:59,21,6,4.5,4.75,7.25,12.6,8.2,6,NA,0,0.4,0.5,0.1,9.65,10.7115,at least one,1,0,0,9.334,11.5305,none,5.25,5.25,6.75,NA,6,1,0,1,0
467,16.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,17.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,18.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,19.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,20.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,21.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,22.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,23.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,24.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,25.10.2015,19:09,21,7,6,6,5.5,13.4,7,4.5,NA,0,0,1,0,12.242,9.5295,NA,0,1,0,8.832,10.0965,NA,4.5,4.75,7,NA,4,0,0,1,1
477,26.10.2015,21:08,21,8,4.75,4,7,11.5,8,5,NA,0,0.1,0.8,0.1,8.314,9.0765,NA,0,1,0,11.318,8.309999999999999,NA,4,4.5,7.25,NA,0.25,1,0,1,1
478,27.10.2015,18:13,21,9,4.25,5.5,7,5.5,8.4,1.5,NA,0,0.2,0.8,0,9.936,10.0185,at least one,1,0,0,9.4,9.549,none,5,4.5,6,NA,1,1,0,1,1
479,28.10.2015,18:14,21,10,5,4.5,7.25,6.5,8.3,2.5,NA,0,0.5,0.4,0.1,8.838,7.3695,NA,0,1,0,10.088,7.6905,NA,4.5,4.75,7,NA,4.5,1,0,1,1
480,29.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,30.10.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1.11.2015,00:20,21,11,5,4.25,6.5,15.1,8.5,1,460,0,0.5,0.4,0.1,10.868,10.144499999999999,NA,0,1,0,9.128,9.803999999999998,NA,4,3.75,8,NA,4,0,0,1,0
483,1.11.2015,18:46,21,12,4,4.75,5.5,6.6,NA,4,30,0,0.9,0.1,0,9.588,9.477,NA,1,0,0,10.422,9.5865,NA,4.75,4.75,5.75,NA,3,0,0,1,1
484,2.11.2015,19:22,21,13,5.5,4.75,7.5,8.6,8.55,4.5,30,NA,NA,NA,NA,8.57,8.8335,at least one,0,1,0,8.804,9.6105,none,5,4.75,6.75,NA,0.5,1,0,1,0
485,3.11.2015,19:10,21,14,5.25,4,5.75,7.2,7.25,6.5,70,0.1,0.6,0.3,0,8.136,9.394499999999999,almost,0,0,1,10.39,9.6465,none,4.75,4.75,6.5,NA,2.75,1,0,1,0
486,4.11.2015,21:22,21,15,4,4.75,7.5,9.2,8,1.4,30,0,0.3,0.6,0.1,12.098,9.2775,NA,0,1,0,9.986,10.635,NA,4,5.25,7.75,NA,3.6,0,0,1,0
487,5.11.2015,20:28,21,16,4.75,4,8,9.3,8.45,20.5,30,0,0.2,0.7,0.1,8.576,8.317499999999999,NA,0,1,0,8.438,8.827499999999999,NA,5,5,6,NA,0.25,1,0,1,0
488,6.11.2015,15:18,21,17,5.5,4.75,NA,3,8,39.3,30,0,0.1,0.6,0.3,10.328,11.247,none,0,0,1,8.356,11.826,almost,5,4.25,6.5,NA,15.3,0,0,1,0
489,7.11.2015,15:58,21,18,6,6.25,5.75,4.7,9,3.5,0,0,0.15,0.55,0.3,9.464,9.124500000000001,almost,0,1,0,9.072,8.7105,none,5.5,4.75,5.75,NA,0.75,0,0,1,0
490,8.11.2015,16:17,21,19,6.75,5,5.25,4.6,9,16,0,0,0,0.7,0.3,9.046,9.111,NA,1,0,0,5,22.5,NA,4.75,5,6,NA,24,0,0,1,0
491,9.11.2015,18:07,21,20,4.25,5.25,7.25,7.9,7.85,0.25,30,0,0.1,0.8,0.1,6.874,8.002500000000001,NA,1,0,0,9.24,10.1955,NA,4.75,5.25,6.5,NA,5,1,0,1,0
492,10.11.2015,14:55,21,21,5.75,5.25,5.75,2.4,7.9,2,0,0,0.2,0.7,0.1,10.3,11.0985,at least one,1,0,0,9.56,9.891000000000002,none,4.75,4.25,6.75,NA,0,0,0,1,0
493,11.11.2015,20:00,21,22,6,5.5,6.5,7.25,9,4,30,0,0,1,0,9.768,8.932500000000001,NA,1,0,0,9.594,9.2655,NA,5,4.5,6.5,NA,0.5,1,0,1,1
494,12.11.2015,21:53,21,23,5.5,6,7.25,13.75,7,2.8,0,0,0.2,0.8,0,8.914,10.261500000000002,NA,0,0,1,9.79,9.4275,NA,3.75,4.5,7,NA,4,0,0,1,0
495,13.11.2015,19:40,21,24,5.75,5,6.75,6.9,8.3,6.25,30,0,0.3,0.6,0.1,10.752,9.025500000000001,almost,0,1,0,9.066,7.896000000000001,none,4.75,5,6.75,NA,0.75,1,0,1,0
496,14.11.2015,13:32,21,25,6.5,4.25,5.75,1,8.25,15.5,0,0.05,0.15,0.7,0.1,8.74,8.1645,NA,1,0,0,9.092,10.503,NA,4.5,4.5,6.5,NA,13.5,0,0,1,0
497,15.11.2015,21:27,21,26,4.75,5.25,7.5,7.25,6,1.5,0,0,0.5,0.5,0,10.754,10.134,NA,0,1,0,8.523,9.120000000000001,NA,5.5,5.75,6.5,NA,20,0,0,1,0
498,16.11.2015,23:58,21,27,5,6,7.25,13,10.2,1,0,0.3,0.4,0.3,0,9.956,10.2825,almost,0,0,1,9.598,9.2265,none,5.5,5,6.75,NA,4.5,0,0,1,0
499,17.11.2015,16:47,21,28,6,4.75,7.25,4,9.8,0.75,0,0.1,0.45,0.4,0.05,9.872,8.2485,NA,0,1,0,8.684,8.808,NA,5,4.25,6.75,NA,21,0,0,1,0
500,18.11.2015,19:36,21,29,5,5.5,6.75,6.6,11,20.6,120,0.05,0.65,0.3,0,11.156,9.1485,NA,0,0,1,9.922,11.2425,NA,5.75,4.75,6.75,NA,48,0,0,1,0
501,19.11.2015,21:09,21,30,5.75,5.25,6.5,9.75,8.9,45,60,0,0.4,0.6,0,9.992,8.8155,NA,0,0,1,9.616,9.247499999999999,NA,6,5,6.5,NA,73.4,0,0,1,0
502,20.11.2015,12:22,22,1,5.5,5.75,5,1.3,8.4,61.4,0,0,0.4,0.6,0,12.124,9.576,at least one,0,0,1,11.71,12.382500000000002,at least one,5,6,5.75,NA,88.75,0,0,1,1
503,22.12.2015,02:26,22,2,5.25,4.25,7.25,15,7.5,2,60,0.1,0.6,0.3,0,9.58,9.767999999999999,NA,0,0,1,8.12,10.706999999999999,NA,4.5,5,6.75,NA,127,0,0,1,0
504,22.12.2015,22:04,22,3,5,5.5,5.75,9.25,9.5,3,0,0.1,0.3,0.6,0,10.322,7.6965,almost,0,1,0,9.364,7.8225,none,5.5,4.75,6.5,NA,148,1,0,1,0
505,24.11.2015,01:21,22,4,5.5,5,6,13.6,7.75,0.25,0,0,0.4,0.6,0,10.034,9.327,NA,0,1,0,8.724,10.5,NA,4.75,4.5,6.25,NA,174,0,0,1,0
506,24.11.2015,13:48,22,5,4.75,4.75,5.75,1.1,8.75,11,0,0,0.3,0.7,0,11.34,8.4405,NA,0,1,0,10.59,10.971,NA,4.75,4.75,5.25,NA,186,0,0,1,0
507,25.11.2015,16:44,22,6,6.25,4.5,5.25,3,9.15,1.75,30,0,0.4,0.6,0,10.454,9.256499999999999,almost,0,1,0,9.244,10.7085,none,6.25,4.5,5.25,NA,0.75,0,0,1,0
508,26.11.2015,NA,NA,NA,NA,NA,NA,NA,7.1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
509,27.11.2015,15:13,22,7,6.5,4.5,5.25,2.7,8.7,2,30,0,0.2,0.7,0.1,7.824,8.937000000000001,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1.75,NA,0,1,NA
510,28.11.2015,23:59,22,8,6.5,5.5,5.25,15.5,7.5,0.5,400,0,0.5,0.5,0,11.026,9.0405,NA,0,1,0,9.798,10.587,NA,7,4.75,4.25,NA,3,0,0,1,0
511,29.11.2015,14:51,22,9,6,5.25,5.25,0.7,9.6,13.5,30,0,0.5,0.5,0,11.518,9.508500000000002,at least one,0,0,1,9.02,9.682500000000001,none,4.75,4.25,5.25,NA,16,0,0,1,0
512,30.11.2015,17:48,22,10,5.5,4.75,5.25,6.25,7.35,1,5,0,0.2,0.6,0.2,9.62,9.747,NA,0,0,1,8.672,9.132000000000001,NA,5.25,5,5.25,NA,0,1,0,1,0
